country_iso3_code,year,indicator,value
HPC,2015,NV.IND.MANF.ZS,10.5665423299064
HPC,2014,NV.IND.MANF.ZS,10.4583776760014
HPC,2013,NV.IND.MANF.ZS,10.4460463116238
HPC,2012,NV.IND.MANF.ZS,10.1881522394536
IBD,2017,NV.IND.MANF.ZS,21.0198689511696
IBD,2016,NV.IND.MANF.ZS,21.1014031490823
IBD,2015,NV.IND.MANF.ZS,21.4769701751041
IBD,2014,NV.IND.MANF.ZS,20.9836388156474
IBD,2013,NV.IND.MANF.ZS,20.566832264344
IBD,2012,NV.IND.MANF.ZS,20.6514716379604
IBT,2017,NV.IND.MANF.ZS,20.3482313707122
IBT,2016,NV.IND.MANF.ZS,20.4180357008791
IBT,2015,NV.IND.MANF.ZS,20.7071301528463
IBT,2014,NV.IND.MANF.ZS,20.2702713008622
IBT,2013,NV.IND.MANF.ZS,19.8978855714168
IBT,2012,NV.IND.MANF.ZS,19.9699808232092
IDB,2017,NV.IND.MANF.ZS,9.68733384363009
IDB,2016,NV.IND.MANF.ZS,10.3445822427021
IDB,2015,NV.IND.MANF.ZS,10.7277588637523
IDB,2014,NV.IND.MANF.ZS,10.9456154729528
IDB,2013,NV.IND.MANF.ZS,10.6174318389726
IDB,2012,NV.IND.MANF.ZS,10.0981074133465
IDX,2017,NV.IND.MANF.ZS,13.8611823087089
IDX,2016,NV.IND.MANF.ZS,14.0020663575501
IDX,2015,NV.IND.MANF.ZS,12.3856060274554
IDX,2014,NV.IND.MANF.ZS,12.0633695940949
IDX,2013,NV.IND.MANF.ZS,11.9840947084586
IDX,2012,NV.IND.MANF.ZS,11.7295254214677
IDA,2017,NV.IND.MANF.ZS,11.8193979945889
IDA,2016,NV.IND.MANF.ZS,12.1733266119834
IDA,2015,NV.IND.MANF.ZS,11.5373995221468
IDA,2014,NV.IND.MANF.ZS,11.4976546626941
IDA,2013,NV.IND.MANF.ZS,11.2856205147281
IDA,2012,NV.IND.MANF.ZS,10.8886675710408
LTE,2017,NV.IND.MANF.ZS,22.4157199667595
LTE,2016,NV.IND.MANF.ZS,22.5419224590965
LTE,2015,NV.IND.MANF.ZS,22.9685767716787
LTE,2014,NV.IND.MANF.ZS,22.1527309383712
LTE,2013,NV.IND.MANF.ZS,21.7387218175387
LTE,2012,NV.IND.MANF.ZS,21.9650022072804
LCN,2017,NV.IND.MANF.ZS,16.612628795688
LCN,2016,NV.IND.MANF.ZS,16.9801918671071
LCN,2015,NV.IND.MANF.ZS,17.140747169759
LCN,2014,NV.IND.MANF.ZS,16.0438075096558
LCN,2013,NV.IND.MANF.ZS,15.9987753159428
LCN,2012,NV.IND.MANF.ZS,16.0689037922577
LAC,2017,NV.IND.MANF.ZS,16.8508479927992
LAC,2016,NV.IND.MANF.ZS,17.0994358182171
LAC,2015,NV.IND.MANF.ZS,17.2390130870149
LAC,2014,NV.IND.MANF.ZS,16.1221577072405
LAC,2013,NV.IND.MANF.ZS,16.0870324803721
LAC,2012,NV.IND.MANF.ZS,16.1290811662694
TLA,2017,NV.IND.MANF.ZS,16.1971398198816
TLA,2016,NV.IND.MANF.ZS,16.4582275139463
TLA,2015,NV.IND.MANF.ZS,16.6522428617849
TLA,2014,NV.IND.MANF.ZS,15.6465114138265
TLA,2013,NV.IND.MANF.ZS,15.598726513438
TLA,2012,NV.IND.MANF.ZS,15.6750313640887
LDC,2017,NV.IND.MANF.ZS,13.5011698667959
LDC,2016,NV.IND.MANF.ZS,13.6134937200599
LDC,2015,NV.IND.MANF.ZS,11.3934744670086
