country_iso3_code,country_name,pre_log_real_gdp_pc,pre_real_gdp_pc_growth_mean,pre_real_gdp_pc_growth_slope,pre_real_gdp_pc_growth_volatility,pre_manufacturing_value_added_share,pre_trade_openness,pre_resource_rents,pre_institutional_quality,pre_export_concentration,pre_log_population,cluster_imputed_fields,missing_structural_variables
ABW,Aruba,10.206003662946179,0.023021855684745775,-0.002510971119033777,0.018994494553299435,3.2836150547292497,147.49417315646417,0.0029421955344923166,1.1874318444444445,0.14095600136536027,11.580397646802028,0,
AFG,Afghanistan,6.344663402816585,-0.0021770843091356794,-0.0038102579088413594,0.01390062215739309,9.088027504598577,,0.603552036171564,-1.620635702777774,0.2786781959410914,17.31663840755151,1,pre_trade_openness
AGO,Angola,8.186393368102179,-0.020182075197881132,-0.01532491141528284,0.027774051352975768,5.103336119804868,62.75478529014424,24.399404258443752,-1.0854345361111093,0.25528852901128135,17.134272962514867,0,
AIA,Anguilla,,,,,,,,,0.27403789645894433,,9,pre_log_real_gdp_pc;pre_real_gdp_pc_growth_mean;pre_real_gdp_pc_growth_slope;pre_real_gdp_pc_growth_volatility;pre_manufacturing_value_added_share;pre_trade_openness;pre_resource_rents;pre_institutional_quality;pre_log_population
ALB,Albania,8.33195745129933,0.04178433045091161,0.004694203654109837,0.008722626340257602,6.021642696636455,74.97024318204194,2.35262149895214,-0.14534936111111096,0.23545757929849986,14.82800127975901,0,
AND,Andorra,10.54132630147989,0.01670503710763427,-0.001533651167321832,0.030425608740764776,3.7391520499088267,,0.0,1.4183335555555556,0.2937329060517456,11.211311507988697,1,pre_trade_openness
ANS,Undeclared,,,,,,,,,,,10,pre_log_real_gdp_pc;pre_real_gdp_pc_growth_mean;pre_real_gdp_pc_growth_slope;pre_real_gdp_pc_growth_volatility;pre_manufacturing_value_added_share;pre_trade_openness;pre_resource_rents;pre_institutional_quality;pre_export_concentration;pre_log_population
ARE,United Arab Emirates,10.699022767025442,-0.00305122531226516,-0.009388796902541432,0.022721147960882992,8.410399186393912,161.45152298853068,19.958312519625533,0.658926913888889,0.055117011155932955,15.92882326085398,0,
ARG,Argentina,9.51796809459904,-0.0034364387772541248,0.001534025253851919,0.027324379225559327,14.250902247241116,27.022830015763162,2.135645671955334,-0.15594418055555534,0.06179492985914479,17.582110978333095,0,
ARM,Armenia,8.143360166075654,0.037708650775182664,0.00549742476629573,0.02522689062726246,9.81594775618107,77.37633490419019,0.6869836626978382,-0.2144482638888887,0.1056428697222238,14.916117697877787,0,
ASM,American Samoa,9.41245158699119,-0.0022916099295148483,-0.011907545343035923,0.03988644114802366,,168.00779427435035,0.0,0.8843861305555554,0.16619790491689837,10.879975582227708,1,pre_manufacturing_value_added_share
ATA,Antarctica,,,,,,,,,0.3384218383750164,,9,pre_log_real_gdp_pc;pre_real_gdp_pc_growth_mean;pre_real_gdp_pc_growth_slope;pre_real_gdp_pc_growth_volatility;pre_manufacturing_value_added_share;pre_trade_openness;pre_resource_rents;pre_institutional_quality;pre_log_population
ATF,French Southern and Antarctic Lands,,,,,,,,,0.6219987735397468,,9,pre_log_real_gdp_pc;pre_real_gdp_pc_growth_mean;pre_real_gdp_pc_growth_slope;pre_real_gdp_pc_growth_volatility;pre_manufacturing_value_added_share;pre_trade_openness;pre_resource_rents;pre_institutional_quality;pre_log_population
ATG,Antigua and Barbuda,9.694585690293565,0.012174431695917675,0.009318627871778954,0.01833224192436044,2.6992868814149684,132.82698809923647,0.0,0.6372551250000001,0.31614406161703196,11.396193800740008,0,
AUS,Australia,10.946579550967622,0.008908177943053274,-0.0004761538101099386,0.0023113690288667408,6.225952295472184,41.793872901472746,4.627647393704632,1.5869149638888889,0.1613161934862943,16.978782595764024,0,
AUT,Austria,10.696607943089171,0.0037420286311590444,0.005827558817290701,0.009319685240821395,17.317251846859502,104.26167474886716,0.1694567743032855,1.4855256361111113,0.11370547350696732,15.96779541904804,0,
AZE,Azerbaijan,8.585507227554196,0.0013846191763477122,-0.01616708098231519,0.03162875090251052,4.629863953757883,79.25054697049167,20.994422223987815,-0.6760239111111103,0.11410529545131391,16.07548931687594,0,
BDI,Burundi,5.55483038993643,0.004283136168278823,0.001055586360751398,0.01754760858698133,11.298351146476884,,17.646930282535667,-1.247976680555553,0.32028449922780766,16.19873501349408,1,pre_trade_openness
BEL,Belgium,10.614301807080388,0.007564929542553856,0.001863502748472458,0.005655755171325781,12.521952059984933,159.59316534277968,0.048896884083803514,1.2899539277777778,0.0834634882191969,16.235194283568685,0,
BEN,Benin,6.9043668025904745,0.01801802110453412,-0.005568980695735999,0.021519928741647983,10.267926289456975,58.73750700572976,4.006631432883075,-0.26942074444444425,0.11333939880941259,16.230685158439346,0,
BES,Bonaire,,,,,,,,,0.5223999258496471,,9,pre_log_real_gdp_pc;pre_real_gdp_pc_growth_mean;pre_real_gdp_pc_growth_slope;pre_real_gdp_pc_growth_volatility;pre_manufacturing_value_added_share;pre_trade_openness;pre_resource_rents;pre_institutional_quality;pre_log_population
BFA,Burkina Faso,6.447721023706862,0.02160983513311674,0.00267082994525661,0.010196223397433646,10.758043986779514,60.0581926816049,11.67052091374275,-0.456716283333333,0.383289383455955,16.732951871146664,0,
BGD,Bangladesh,7.0873334404112756,0.0536768028119786,0.0022660236380141747,0.004419600312944084,17.6967718285379,40.390213797126734,1.013301509134369,-0.9556066305555552,0.07997569548190982,18.882144425437072,0,
BGR,Bulgaria,8.879600199286097,0.03311459136548258,0.00724060057725997,0.014016360196213537,,127.180828072228,0.9052266812802868,0.033187316666666695,0.0553410442529625,15.766396393035707,1,pre_manufacturing_value_added_share
BHR,Bahrain,10.081292782568426,-0.002425149549662109,-0.0035616892818036137,0.011724934351448987,16.250324094596564,158.19294761574432,17.328466890707634,-0.19793244999999934,0.1119083774704331,14.109425954999272,0,
BHS,The Bahamas,10.333141426404827,-0.0037023959317995293,0.010225275272422842,0.0253157489087909,2.7273148007185917,75.7603570776402,0.015785106032619633,0.7512369222222223,0.14422968903750888,12.856833075255373,0,
