dv,dropped_country,coef_z_eci_pe,pvalue_z_eci_pe,delta_vs_full
DV1_GVC_Linkage_Change,AGO,0.3046157655831792,0.5508048390585827,-0.047287755089853056
DV1_GVC_Linkage_Change,ARE,0.3442981018515044,0.4183182783495766,-0.007605418821527876
DV1_GVC_Linkage_Change,ARG,0.3536852559410565,0.4073227077274403,0.0017817352680242204
DV1_GVC_Linkage_Change,AUS,0.36310744589726496,0.38705169528078676,0.011203925224232691
DV1_GVC_Linkage_Change,AUT,0.35383229147556433,0.4062721432987617,0.001928770802532065
DV1_GVC_Linkage_Change,BEL,0.34824149639508034,0.41219521753886224,-0.003662024277951925
DV1_GVC_Linkage_Change,BGD,0.3521549547884943,0.45269599671495164,0.00025143411546202366
DV1_GVC_Linkage_Change,BGR,0.3529453718846146,0.40670971944874856,0.0010418512115823453
DV1_GVC_Linkage_Change,BLR,0.35269373062185033,0.4069179069960337,0.0007902099488180658
DV1_GVC_Linkage_Change,BRA,0.35073747527834515,0.4077521901609412,-0.0011660453946871208
DV1_GVC_Linkage_Change,BRN,0.42190592819558353,0.31507124021524047,0.07000240752255127
DV1_GVC_Linkage_Change,CAN,0.3587788187340036,0.40071331899457885,0.006875298060971313
DV1_GVC_Linkage_Change,CHE,0.34882136985185774,0.41157688661787106,-0.003082150821174523
DV1_GVC_Linkage_Change,CHL,0.3893415189313661,0.3610737020155139,0.03743799825833383
DV1_GVC_Linkage_Change,CHN,0.3498943714739775,0.41095304413735,-0.0020091491990547605
DV1_GVC_Linkage_Change,CIV,0.3645306200096176,0.39538102422526467,0.012627099336585346
DV1_GVC_Linkage_Change,CMR,0.34524183873674413,0.41856253100934226,-0.006661681936288133
DV1_GVC_Linkage_Change,COD,-0.18040382339822053,0.5445624549858181,-0.5323073440712528
DV1_GVC_Linkage_Change,COL,0.35061795487120245,0.4127088504032109,-0.0012855658018298133
DV1_GVC_Linkage_Change,CRI,0.34990798631194264,0.41003285551290325,-0.0019955343610896237
DV1_GVC_Linkage_Change,CYP,0.35559240712204854,0.40436022769461943,0.003688886449016271
DV1_GVC_Linkage_Change,CZE,0.3536265143257818,0.406333687305366,0.001722993652749527
DV1_GVC_Linkage_Change,DEU,0.3509445614170026,0.40944662029993184,-0.0009589592560296789
DV1_GVC_Linkage_Change,DNK,0.3564573543620295,0.4021042887629691,0.004553833688997255
DV1_GVC_Linkage_Change,EGY,0.3587295530551421,0.39723325712989677,0.006826032382109826
DV1_GVC_Linkage_Change,ESP,0.3519049331031398,0.4078720260521683,1.4124301075391088e-06
DV1_GVC_Linkage_Change,EST,0.3533699658684081,0.4064513290956383,0.0014664451953758095
DV1_GVC_Linkage_Change,FIN,0.3512639572636997,0.4086855773617529,-0.0006395634093325775
DV1_GVC_Linkage_Change,FRA,0.3525055331113033,0.4071795271518339,0.0006020124382710157
DV1_GVC_Linkage_Change,GBR,0.35087513214581006,0.4090062139518048,-0.0010283885272222015
DV1_GVC_Linkage_Change,GRC,0.33684918068920683,0.42868162597052495,-0.015054339983825438
DV1_GVC_Linkage_Change,HKG,0.38017625161271623,0.37855921008905524,0.028272730939683965
DV1_GVC_Linkage_Change,HRV,0.34856158869085085,0.4130431939091984,-0.003341931982181412
DV1_GVC_Linkage_Change,HUN,0.34564755292832294,0.41670627554757356,-0.006255967744709323
DV1_GVC_Linkage_Change,IDN,0.3506411219373022,0.4098918728571054,-0.0012623987357300859
DV1_GVC_Linkage_Change,IND,0.3502522122836881,0.4101148704697529,-0.001651308389344186
DV1_GVC_Linkage_Change,IRL,0.3527536416258682,0.40787845501716025,0.000850120952835931
DV1_GVC_Linkage_Change,ISL,0.3327469502985842,0.4322580838319783,-0.019156570374448068
DV1_GVC_Linkage_Change,ISR,0.3726169597086334,0.3884778523268756,0.020713439035601133
DV1_GVC_Linkage_Change,ITA,0.3517911619281937,0.4081982605130532,-0.00011235874483855879
DV1_GVC_Linkage_Change,JOR,0.34994298227338344,0.41122397524510446,-0.0019605383996488257
DV1_GVC_Linkage_Change,JPN,0.39961973877702894,0.403451943606126,0.04771621810399668
